name,semester,status,credits,embedding,teaches_skills,prerequisites_for,prerequisites_required
Software Evolution,odd,elective,3,"[-0.07688943296670914, -0.2897294759750366, -0.013385355472564697, -0.06785108894109726, 0.09153589606285095, 0.18454813957214355, 0.0014025339623913169, 0.0285211019217968, -0.043590959161520004, -0.03800937160849571, -0.2313235104084015, 0.14212673902511597, -0.104571633040905, 0.11461279541254044, 0.14614276587963104, -0.0628567636013031, -0.03378309682011604, 0.14433607459068298, -0.1542646586894989, -0.045927174389362335, -0.05972948670387268, -0.2287461757659912, -0.25793763995170593, 0.0265747532248497, 0.07175806909799576, 0.19817489385604858, 0.055031128227710724, 0.14562958478927612, 0.09051476418972015, -0.01505090668797493, 0.04402657598257065, -0.1728026568889618, 0.09665706753730774, 0.16070903837680817, -0.025357656180858612, 0.00865841656923294, -0.04583355784416199, -0.019655657932162285, -0.04526849091053009, 0.007524719461798668, -0.04677276313304901, -0.10308395326137543, 0.12757326662540436, -0.03647298738360405, -0.08541372418403625, -0.20158123970031738, -0.11248213052749634, -0.017413059249520302, -0.2809404134750366, 0.33759161829948425, 0.049753375351428986, -0.23921941220760345, 0.24263888597488403, 0.08873520791530609, 0.21637029945850372, 0.09215173125267029, 0.029041878879070282, 0.04440361261367798, -0.11283436417579651, 0.0028511472046375275, -0.0382869616150856, -0.07782980054616928, -0.01901533454656601, 0.10787446796894073, 0.06493811309337616, -0.20037581026554108, -0.24786794185638428, 0.09989398717880249, -0.03649924695491791, -0.07879671454429626, -0.20172207057476044, 0.004053656943142414, 0.04144603759050369, 0.16904963552951813, 0.01125616580247879, 0.03344807028770447, -0.12463726103305817, -0.02030298486351967, 0.003380686044692993, 0.15305079519748688, 0.0735650509595871, 0.20657002925872803, -0.10675971955060959, -0.07268619537353516, -0.0380496047437191, -0.0872379019856453, -0.057643450796604156, 0.04321684315800667, -0.15142954885959625, -0.2988194227218628, 0.07392571866512299, -0.189326673746109, 0.08130846917629242, 0.09704983234405518, -0.014472678303718567, -0.23555706441402435, -0.06323348730802536, -0.02947196736931801, -0.006910640746355057, -0.07083899527788162, 0.06558981537818909, 0.05814119055867195, -0.18962322175502777, -0.0029400810599327087, 0.08395665884017944, -0.11315833032131195, 0.006779715418815613, 0.05463281273841858, 0.02008429355919361, -0.09226983785629272, 0.06369683146476746, -0.21269512176513672, -0.03483777493238449, 0.15407338738441467, -0.11860577017068863, -0.08236868679523468, -0.03307687118649483, 0.027151811867952347, -0.0938204973936081, 0.24730663001537323, -0.03188719227910042, 0.06229981780052185, -0.15429061651229858, -0.010358667001128197, -0.18215417861938477, 0.016725488007068634, 0.1194012314081192, 0.004158627241849899]","[Change Management, Software Development]",[],[Software Design]
Software Project Management,odd,elective,3,"[0.05109001323580742, -0.10816198587417603, -0.054678503423929214, 0.06540937721729279, -0.015908101573586464, -0.010468400083482265, -0.1676446795463562, 0.05952069163322449, 0.11335819959640503, -0.03280744329094887, -0.015067108906805515, 0.051893025636672974, -0.03086296282708645, 0.19646993279457092, -0.006729687098413706, -0.047650061547756195, 0.015889115631580353, -0.08399070799350739, -0.10651625692844391, 0.10148755460977554, -0.06391389667987823, 0.014020606875419617, -0.015852846205234528, -0.03972363844513893, 0.047463543713092804, -0.07084908336400986, -0.03131195530295372, -0.2431667298078537, -0.026825493201613426, 0.2788149118423462, -0.10973171889781952, -0.017590105533599854, -0.3004631996154785, 0.05353874713182449, -0.16450347006320953, -0.13880044221878052, -0.16914017498493195, -0.14007145166397095, 0.03538740426301956, -0.06974560022354126, 0.3107813596725464, 0.030862974002957344, -0.06763361394405365, -0.1461656391620636, 0.15852154791355133, -0.25225189328193665, -0.12446209788322449, -0.14551115036010742, 0.09720660001039505, 0.07497981190681458, 0.05129551887512207, -0.0695400983095169, -0.07585879415273666, 0.1576615571975708, 0.218883216381073, -0.07038109004497528, -0.039537131786346436, -0.139080211520195, -0.2288663536310196, -0.004691958427429199, -0.0019444674253463745, 0.0539497509598732, 0.12732180953025818, -0.14186568558216095, 0.0773162767291069, -0.011758385226130486, 0.29879847168922424, -0.03314417973160744, 0.13091200590133667, 0.002804473042488098, -0.0015887357294559479, 0.024078018963336945, -0.16857892274856567, -0.2157989740371704, 0.006729687098413706, -0.32758742570877075, -0.052043262869119644, 0.009813912212848663, -0.04123811423778534, 0.17168214917182922, -0.07456880807876587, 0.08010175824165344, -0.147642120718956, 0.07884976267814636, -0.31805330514907837, 0.07711079716682434, -0.18846924602985382, 0.0939168706536293, 0.0073841772973537445, -0.08185973018407822, -0.004505448043346405, -0.05482872948050499, -0.09550561010837555, -0.10922745615243912, -0.18330930173397064, -0.0260777547955513, -0.06176391616463661, -0.15833503007888794, 0.12595757842063904, -0.03333069011569023, 0.1914222091436386, -0.13046303391456604, 0.22961409389972687, 0.013459374196827412, 0.10608626902103424, -0.1657191962003708, -0.09187914431095123, 0.0939168706536293, 0.0006354991346597672, 0.02114230953156948, -0.022432290017604828, -0.014039605855941772, -0.12337760627269745, 0.12049888074398041, -0.14532463252544403, -0.15158633887767792, -0.013870377093553543, 0.22305193543434143, 0.16067150235176086, -0.019871313124895096, 0.2644593119621277, 0.007271930575370789, -0.23365157842636108, 0.047370292246341705, 0.0463600680232048, 0.0941033735871315, 0.026582013815641403, -0.10255305469036102]","[Risk Management, Agile, Project Management]",[],[]
Software Quality,even,elective,3,"[0.15847420692443848, -0.19041657447814941, -0.14200353622436523, -0.2850743234157562, 0.1372693032026291, 0.3384210467338562, -0.06431718915700912, 0.20328626036643982, 0.04291161894798279, -0.014836840331554413, -0.07812078297138214, -0.02800716459751129, -0.15053875744342804, 0.09465734660625458, 0.012203499674797058, 0.1554407775402069, 0.018704861402511597, -0.20038574934005737, 0.0972258523106575, 0.03264231979846954, -0.07368536293506622, -0.11633020639419556, -0.04194387048482895, -0.046211808919906616, 0.11883048713207245, 0.12539948523044586, -0.1286330670118332, 0.014970521442592144, -0.04204389452934265, -0.1868821084499359, 0.04494494944810867, -0.2896418571472168, -0.16794373095035553, 0.17464536428451538, 0.20031878352165222, -0.08752262592315674, -0.07221822440624237, 0.09582516551017761, 0.1271996796131134, 0.10692806541919708, 0.06531677395105362, -0.186082124710083, 0.0045681968331336975, -0.21228885650634766, 0.04731244966387749, -0.19555123150348663, -0.264335572719574, 0.05331399291753769, -0.24743080139160156, 0.025639981031417847, -0.04011090099811554, -0.03420889750123024, -0.001833491027355194, -0.07628670334815979, 0.011603029444813728, 0.27863839268684387, -0.061916254460811615, 0.044411346316337585, 0.014503426849842072, -0.03314301371574402, -0.07315248250961304, 0.023639649152755737, -0.08645600080490112, 0.05698138475418091, 0.03390851244330406, -0.07758665084838867, -0.2732042670249939, 0.19908486306667328, 0.06825090199708939, 0.015103933401405811, -0.30437901616096497, -0.06981860101222992, 0.06048228591680527, 0.14297018945217133, 0.0017001256346702576, -0.07641967386007309, -0.18331444263458252, -0.08602219074964523, 0.035408854484558105, -0.02954116463661194, 0.10089287161827087, 0.1877487450838089, -0.0008002059767022729, -0.07145141065120697, 0.06798413395881653, -0.05898211896419525, -0.014003336429595947, 0.05278052017092705, 0.14140337705612183, -0.032875217497348785, -0.1269993633031845, 0.04494539648294449, 0.034175414592027664, 0.047011926770210266, -0.09632488340139389, -0.06788449734449387, -0.06641741096973419, 0.08442173153162003, -0.10109259933233261, -0.1659426987171173, 0.02560633420944214, -0.04521186649799347, -0.032541170716285706, 0.10489380359649658, -0.28760796785354614, -0.006668385583907366, -0.11072845757007599, 0.2734379172325134, -0.1360352486371994, 0.04464505612850189, 0.12923362851142883, -0.021238937973976135, -0.08488888293504715, -0.0020337682217359543, -0.03717677295207977, 0.033542193472385406, 0.08042066544294357, 0.07191883027553558, 0.0500461719930172, 0.0330086387693882, 0.08412134647369385, -0.15820734202861786, -0.007468633819371462, -0.052113644778728485, -0.22865954041481018, 0.051313478499650955, 0.05321352183818817, -0.1763455718755722]","[QA, Testing, Test Automation, Selenium]",[],[Software Design]
Special Topics on Algorithm and Programming,odd,elective,3,"[-0.1429385393857956, -0.11919137090444565, -0.04906470328569412, -0.06430074572563171, 0.11919137090444565, 0.019491618499159813, 0.17116901278495789, -0.09096088260412216, -0.012994414195418358, 0.10037104040384293, -0.16467180848121643, -0.002241656184196472, 0.02890177257359028, 0.22381794452667236, 0.2939446270465851, 0.09028957784175873, -0.20007076859474182, -0.038983236998319626, -0.10328398644924164, -0.18483471870422363, 0.009410154074430466, -0.14652279019355774, -0.1429385393857956, 0.0064972080290317535, 0.1126941591501236, 0.23322811722755432, 0.1386829912662506, 0.08804794400930405, 0.08737662434577942, 0.12635987997055054, -0.025988824665546417, -0.052648961544036865, -0.041896186769008636, -0.019491618499159813, -0.14518019556999207, 0.17833751440048218, -0.12927281856536865, -0.07729516178369522, -0.12053396552801132, 0.036070287227630615, 0.07505352795124054, 0.09745808690786362, 0.22673091292381287, 0.04839339107275009, 0.0945451483130455, -0.051977649331092834, -0.2527197301387787, -0.281621515750885, -0.02890177071094513, 0.29820019006729126, 0.006497206166386604, -0.09028957784175873, 0.28811872005462646, 0.0, 0.16467180848121643, -0.04839339107275009, 0.11627840250730515, 0.03539897873997688, -0.2325568050146103, -0.054890599101781845, 0.09096088260412216, -0.15167739987373352, -0.01590735837817192, 0.09320254623889923, -0.08087942004203796, -0.4173915386199951, -0.07505352795124054, 0.12053396552801132, -0.127031147480011, -0.012994412332773209, -0.09678678214550018, 0.17833751440048218, 0.03248603269457817, 0.1357700228691101, 0.14159591495990753, -0.04839339107275009, -0.0613878034055233, 0.02890177257359028, -0.07079795747995377, 0.020162925124168396, -0.022404566407203674, 0.03248603269457817, -0.1227756068110466, 0.11919137090444565, -0.05847485363483429, -0.025988824665546417, 0.0945451483130455, 0.3430092930793762, -0.20074208080768585, -0.17833751440048218, 0.02890177257359028, -0.21956239640712738, 0.03898323327302933, -0.08087942004203796, -0.27221134305000305, 0.04548044875264168, -0.09028957784175873, -0.10686824470758438, -0.0613878034055233, -0.11919137090444565, -0.022404566407203674, -0.08087942004203796, -0.051977649331092834, -0.10037104040384293, 0.2657141387462616, -0.1913319230079651, 0.006497206166386604, 0.2072393000125885, 0.14943574368953705, 0.025988824665546417, -0.05847485363483429, -0.026660136878490448, -0.12053396552801132, 0.08737663179636002, -0.1227756068110466, -0.13352841138839722, 0.05489059537649155, -0.022404566407203674, -0.04839339107275009, 0.09028957784175873, -0.006497206166386604, -0.05556190758943558, -0.2527197301387787, -0.1913319230079651, -0.04839339107275009, -0.0331573486328125, 0.06497206538915634, 0.08379237353801727]",[Software Development],[],[]
Special Topics on Applied Computing and Modeling,odd,elective,3,"[0.01499447226524353, -0.03014601767063141, 0.007999212481081486, 0.08268982917070389, 0.10508763045072556, 0.23787453770637512, -0.19812946021556854, -0.2173275649547577, 0.04614444077014923, -0.020546961575746536, 0.06929519772529602, 0.0, 0.004799527116119862, 0.022146806120872498, 0.20612867176532745, 0.06214287504553795, -0.00025099143385887146, -0.011198896914720535, -0.10424074530601501, 0.09944121539592743, 0.011198896914720535, -0.06054302304983139, -0.06214287504553795, 0.2984175682067871, 0.16537965834140778, 0.19897635281085968, 0.11064012348651886, -0.14963223040103912, 0.01634332537651062, 0.16318392753601074, 0.047744281589984894, -0.06189187616109848, 0.08268983662128448, 0.11064010858535767, 0.10264091193675995, 0.10188794136047363, 0.004548538476228714, -0.08428967744112015, 0.08108998835086823, 0.03014601767063141, -0.049344126135110855, -0.03654538840055466, -0.20512472093105316, -0.315764844417572, -0.035698503255844116, -0.057343341410160065, 0.03654538840055466, -0.1242857426404953, 0.13143806159496307, -0.05414365977048874, -0.19492977857589722, 0.0015998415183275938, -0.0778903067111969, 0.1416330188512802, 0.050943970680236816, 0.06829124689102173, 0.06189187616109848, -0.2205272614955902, -0.15418076515197754, -0.041344914585351944, 0.24427390098571777, -0.09683742374181747, -0.15518470108509064, 0.041344914585351944, -0.0015998424496501684, 0.03974507376551628, -0.020546961575746536, 0.2554728090763092, 0.07149092853069305, -0.08748936653137207, 0.0, -0.19812946021556854, -0.000752963125705719, -0.05414365231990814, -0.0037955939769744873, 0.06669140607118607, 0.05169694125652313, 0.1263875663280487, -0.13818234205245972, -0.017347276210784912, -0.13758644461631775, 0.12883427739143372, 0.1263875514268875, -0.19712550938129425, -0.1917300969362259, 0.012798739597201347, -0.0778902992606163, -0.18213103711605072, 0.10348778963088989, -0.0962415337562561, 0.19787847995758057, -0.09843726456165314, -0.34591084718704224, 0.09599054604768753, 0.15418076515197754, -0.02669534459710121, -0.04234886169433594, 0.13978217542171478, 0.053892672061920166, -0.08268982917070389, -0.04614444077014923, 0.10483663529157639, 0.015998423099517822, 0.1384333372116089, -0.18718157708644867, -0.01439858227968216, -0.02239779382944107, 0.11603553593158722, -0.1055895984172821, -0.15358486771583557, 0.0015998418675735593, 0.08748936653137207, 0.08268982917070389, 0.08984215557575226, -0.01574743539094925, 0.11123600602149963, 0.007999212481081486, -0.05389266833662987, 0.0778902992606163, -0.09548857808113098, 0.12243490666151047, 0.07334176450967789, -0.036545395851135254, 0.16933229565620422, 0.0906890481710434, -0.18617761135101318, 0.3904554843902588, -0.16638360917568207]",[Data Analysis],[],[]
Special Topics on Computer Architecture and Networks,odd,elective,3,"[0.29420655965805054, -0.004388497211039066, 0.14405065774917603, -0.17522647976875305, -0.022809447720646858, -0.09825662523508072, -0.08174651861190796, -0.11783014237880707, 0.10896776616573334, -0.03593091666698456, -0.14887481927871704, 0.14265912771224976, -0.05068202316761017, -0.038691531866788864, 0.024352800101041794, -0.2861033082008362, 0.2149782031774521, 0.067169688642025, 0.08632908761501312, -0.2050495445728302, 0.010123646818101406, -0.06423655152320862, -0.11435350775718689, -0.07366661727428436, -0.29466381669044495, -0.0010214243084192276, 0.12130416929721832, -0.008146360516548157, 0.10709743946790695, 0.0007824581116437912, 0.052117541432380676, 0.09855854511260986, 0.096690833568573, 0.09184858202934265, 0.00501825287938118, -0.29016488790512085, 0.18000313639640808, -0.1295394003391266, -0.02061650902032852, -0.15004809200763702, -0.12115494906902313, 0.2097003161907196, 0.11435610800981522, 0.04162120074033737, -0.12260943651199341, -0.04922666400671005, -0.26537901163101196, -0.16136391460895538, -0.24387134611606598, -0.08882657438516617, 0.11858928203582764, 0.09234808385372162, -0.06345409154891968, 0.18658633530139923, -0.04707598313689232, 0.14326819777488708, -0.04012531414628029, -0.06945150345563889, 0.07638146728277206, 0.11880669742822647, -0.20346565544605255, -0.18832550942897797, -0.12424080073833466, 0.003975258208811283, -0.02856789156794548, -0.23429296910762787, -0.2517787218093872, 0.12008865922689438, -0.10275468975305557, 0.05680796504020691, 0.044967565685510635, -0.051159076392650604, 0.2760668396949768, 0.1291934847831726, 0.027284201234579086, 0.08480905741453171, -0.07581380009651184, -0.06297875940799713, 0.1346861720085144, 0.10598975419998169, -0.17572595179080963, 0.2764127850532532, -0.09028366953134537, -0.005842976272106171, -0.15765094757080078, -0.05176902934908867, -0.01125289499759674, 0.05178970843553543, 0.20735463500022888, -0.11668020486831665, 0.025677023455500603, -0.2628789246082306, -0.002714863047003746, -0.060022324323654175, -0.00799626111984253, -0.289686918258667, -0.0385604053735733, -0.014989189803600311, -0.0514402911067009, 0.03771498054265976, -0.024897165596485138, 0.05819687619805336, -0.2418733537197113, -0.1007351502776146, -0.12717044353485107, 0.03584466129541397, 0.008537149988114834, -0.16147348284721375, -0.13110171258449554, -0.014837361872196198, 0.07731662690639496, -0.10644611716270447, 0.010794788599014282, 0.11535336077213287, 0.07075415551662445, -0.12421661615371704, 0.034344423562288284, -0.007536433637142181, -0.23539802432060242, 0.12321937084197998, -0.001086987555027008, 0.010015819221735, -0.04477347806096077, -0.08730564266443253, 0.0289353858679533, -0.17105363309383392, -0.10646768659353256, 0.22772960364818573]","[Networking, Architecture]",[],[]
"Special Topics on Graphics, Interaction and Game",odd,elective,3,"[-0.04911975562572479, 0.10414402186870575, 0.2607930600643158, -0.1093851700425148, -0.028821825981140137, 0.08790302276611328, 0.02005603536963463, -0.00572098046541214, -0.05030830577015877, 0.0789497047662735, 0.1585293561220169, -0.0979960486292839, -0.22804315388202667, 0.1908009946346283, -0.017453983426094055, -0.17357748746871948, -0.25186416506767273, -0.19221016764640808, -0.1728687584400177, -0.015282928943634033, -0.16107426583766937, 0.21016526222229004, -0.06115061417222023, 0.07706505060195923, -0.0728863924741745, 0.15530169010162354, 0.2734038233757019, 0.0819326862692833, -0.07900407910346985, -0.02670513652265072, -0.015237223356962204, 0.12326917052268982, -0.014881893992424011, -0.09462778270244598, 0.06203700602054596, 0.028323471546173096, -0.1936606913805008, 0.30358320474624634, 0.05145549029111862, -0.18253789842128754, 0.04275861755013466, 0.23811489343643188, 0.04997343569993973, 0.17225854098796844, -0.15461701154708862, -0.06829805672168732, 0.06998927891254425, 0.034810665994882584, -0.2792094647884369, 0.13884992897510529, 0.06583626568317413, -0.05590635538101196, -0.04092400148510933, 0.009296849370002747, 0.17707891762256622, 0.0512864850461483, 0.00599318090826273, 0.005003571510314941, -0.016743695363402367, -0.10252569615840912, -0.15362463891506195, -0.026778027415275574, -0.052059806883335114, -0.12342675030231476, -0.1483331024646759, 0.02553509548306465, -0.2035721242427826, 0.07561295479536057, -0.24017995595932007, 0.22181949019432068, -0.23194563388824463, 0.15676088631153107, 0.017591476440429688, 0.20235201716423035, -0.19911691546440125, -0.009218074381351471, 0.04475202411413193, -0.30286699533462524, -0.18147540092468262, -0.115823894739151, 0.0419880673289299, 0.17821741104125977, -0.10711127519607544, 0.20510299503803253, -0.1602264791727066, -0.1393226534128189, -0.09587816148996353, -0.004290502518415451, 0.11180125176906586, -0.11990522593259811, -0.11182843893766403, -0.05139679089188576, -0.022387441247701645, 0.04374388977885246, -0.035261742770671844, -0.10668305307626724, -0.053645066916942596, 0.02212389186024666, -0.09484562277793884, 0.23984353244304657, -0.10124968737363815, -0.057696446776390076, -0.15583276748657227, -0.10742920637130737, 0.1848464459180832, 0.07586783170700073, 0.09375713765621185, 0.06111753359436989, -0.05116042494773865, 0.10716131329536438, 0.09383749961853027, -0.05333147943019867, -0.007625710219144821, 0.10645535588264465, 0.0515543632209301, -0.09786289930343628, 0.10581517964601517, 0.12576524913311005, 0.04217715561389923, 0.07556012272834778, -0.029013682156801224, 0.052692875266075134, 0.11773573607206345, -0.13072311878204346, -0.0962417870759964, 0.14406268298625946, -0.07403910160064697, 0.07900407165288925]","[C++, UI/UX Design]",[],[]
Special Topics on Information Intelligent Management,odd,elective,3,"[-0.03365752473473549, 0.04355192184448242, -0.09301228821277618, 0.11654872447252274, -0.18966321647167206, 0.06083260476589203, -0.21513378620147705, 0.22275257110595703, 0.016032442450523376, -0.23219068348407745, -0.093353770673275, -0.1657852977514267, 0.23332703113555908, 0.10142593830823898, -0.24333330988883972, 0.09994810074567795, -0.16840237379074097, -0.09687762707471848, 0.08630315959453583, 0.06720024347305298, -0.21070027351379395, 0.018534740433096886, 0.07970882952213287, 0.006935812532901764, 0.07982364296913147, 0.13383232057094574, 0.009096627123653889, 0.27050837874412537, -0.003297163173556328, 0.1873905211687088, -0.13394710421562195, -0.04593651369214058, 0.14292894303798676, -0.3577212393283844, 0.1485017091035843, 0.07550200819969177, -0.2302565574645996, 0.03149670735001564, 0.14236076176166534, 0.08437193930149078, -0.18852686882019043, -0.09232930839061737, -0.04957806318998337, 0.15964435040950775, -0.06049111485481262, -0.15430116653442383, -0.10017769783735275, 0.026606908068060875, -0.3711394667625427, 0.07197525352239609, 0.05492124706506729, -0.12303115427494049, 0.12030217051506042, 0.19307519495487213, -0.026948394253849983, -0.026948394253849983, 0.014669395983219147, -0.14213407039642334, -0.11518567055463791, -0.07493382692337036, 0.10904473066329956, 0.06640537828207016, -0.1952359974384308, 0.13417379558086395, 0.0893736332654953, -0.08630316704511642, 0.059013284742832184, 0.005343176424503326, -0.12962548434734344, 0.1272379755973816, -0.13883690536022186, 0.014554603025317192, 0.10745209455490112, 0.03786434605717659, -0.05878658592700958, -0.18113477528095245, -0.1060890480875969, 0.19910135865211487, 0.034225691109895706, 0.22206959128379822, -0.1490698903799057, -0.0384325310587883, -0.20160073041915894, 0.19466491043567657, -0.01955919712781906, 0.11768798530101776, 0.06947585940361023, 0.0339990109205246, -0.04093481972813606, 0.16339780390262604, 0.09562648087739944, -0.009211428463459015, 0.11575385183095932, -0.24776682257652283, 0.04843881353735924, 0.10028958320617676, 0.019444404169917107, -0.16237333416938782, -0.10915952175855637, 0.005457976367324591, -0.1326959729194641, -0.06606389582157135, -0.04161779209971428, -0.026948394253849983, 0.1235993355512619, -0.012850075960159302, 0.0009096626890823245, -0.10506458580493927, -0.10506458580493927, 0.013303454034030437, 0.19068770110607147, -0.005457976367324591, 0.03934219479560852, -0.07538720965385437, 0.1192777082324028, -0.3528343141078949, -0.007845478132367134, -0.053101927042007446, -0.05605759471654892, 0.196030855178833, -0.10961289703845978, 0.0014778394252061844, -0.2172946035861969, 0.026948394253849983, 0.20092067122459412, -0.29597896337509155, 0.0425274632871151, 0.18432003259658813]","[Data Governance, Database Management]",[],[]
Special Topics on Intelligent Computation and Vision,odd,elective,3,"[-0.011995617300271988, 0.06927689909934998, 0.15566158294677734, 0.05289109796285629, 0.11513439565896988, 0.057034172117710114, 0.07910159975290298, 0.052333831787109375, -0.12607122957706451, 0.22692042589187622, 0.011389882303774357, 0.10421939939260483, 0.09978315234184265, -0.09005049616098404, 0.1799411177635193, 0.05683791637420654, -0.042642369866371155, -0.2363283634185791, 0.11267279088497162, 0.10825347900390625, 0.15352469682693481, -0.1072552278637886, -0.018656035885214806, 0.4052794575691223, 0.049644455313682556, 0.07219883799552917, 0.23318596184253693, -0.10317757725715637, 0.14708955585956573, -0.006919704377651215, 0.02324737422168255, 0.016778312623500824, -0.10677555203437805, -0.13942120969295502, 0.023150436580181122, 0.17884604632854462, -0.11032018065452576, 0.19853901863098145, 0.014670437201857567, -0.13130459189414978, -0.09901995956897736, -0.06352745741605759, 0.01364794373512268, 0.030319668352603912, -0.04805503785610199, -0.04284830763936043, 0.01761421002447605, -0.20285172760486603, 0.18630358576774597, 0.20011389255523682, 0.27152779698371887, 0.1516905575990677, 0.11768567562103271, 0.1395544409751892, -0.10182321816682816, -0.1678777039051056, -0.23219260573387146, 0.09434623271226883, 0.06370915472507477, 0.030661318451166153, 0.1444244086742401, 0.074696846306324, 0.1585279107093811, 0.024945786222815514, 0.1733945906162262, 0.052006736397743225, 0.03505639731884003, -0.16576015949249268, 0.052990421652793884, -0.026019128039479256, 0.0204852893948555, -0.029134931042790413, 0.07842805236577988, -0.08370988070964813, -0.23077520728111267, -0.13058987259864807, -0.11236025393009186, -0.011799350380897522, -0.02627590298652649, 0.04511125385761261, -0.021066786721348763, 0.024410367012023926, -0.09862013906240463, -0.06034863740205765, -0.012514079920947552, 0.06106824055314064, -0.10613591969013214, -0.18140937387943268, -0.10086376965045929, 0.23855505883693695, -0.22551760077476501, -0.30894649028778076, -0.06213430315256119, -0.10415398329496384, -0.06619260460138321, 0.2165966033935547, 0.19714586436748505, -0.23387405276298523, -0.02999018132686615, 0.0669558048248291, 0.05791852995753288, -0.0972391664981842, -0.008356449194252491, -0.393443763256073, -0.01005486398935318, 0.07695013284683228, -0.12727051973342896, -0.3220638036727905, 0.004264237359166145, 0.022665873169898987, 0.05285231024026871, -0.0747210755944252, 0.31895285844802856, 0.07696220278739929, 0.08580809831619263, 0.06662870198488235, 0.12070213258266449, 0.07098987698554993, -0.08188062906265259, -0.033144768327474594, 0.1277211755514145, 0.2200419008731842, 0.22537219524383545, -0.00362221896648407, 0.06619260460138321, 0.09928891062736511, -0.03574688732624054, -0.1192023828625679]","[AI/ML, Machine Learning]",[],[]
Special Topics on Network Based Computation,odd,elective,3,"[0.11955916881561279, -0.03248295933008194, 0.14707741141319275, -0.08474576473236084, -0.03190305829048157, -0.23237761855125427, -0.0054313428699970245, 0.10445892810821533, 0.056793127208948135, -0.06484822928905487, -0.048615675419569016, 0.12937241792678833, -0.04415621608495712, -0.03424198552966118, -0.05850737914443016, -0.2431703507900238, 0.08782970160245895, 0.04783497005701065, 0.010487403720617294, -0.3023536801338196, -0.11438630521297455, -0.050340164452791214, -0.09127311408519745, -0.03325985372066498, -0.1916557252407074, 0.009615356102585793, 0.09558973461389542, 0.1652241200208664, 0.06841400265693665, 0.02607300877571106, -0.06551654636859894, 0.12449727952480316, -0.14823339879512787, -0.11160566657781601, 0.016966436058282852, -0.14834727346897125, 0.11415652930736542, -0.030706075951457024, -0.06094904989004135, -0.07233191281557083, -0.06713680922985077, 0.2837570011615753, 0.09243758022785187, 0.03677147626876831, -0.10890636593103409, 0.07058021426200867, -0.054794952273368835, -0.23524785041809082, -0.1251547485589981, -0.05354645848274231, -0.0032138898968696594, 0.12098859250545502, -0.008523762226104736, -0.12643864750862122, -0.0032493204344063997, 0.17406082153320312, -0.08034399151802063, 0.08260826021432877, -0.07466325163841248, -0.006351985037326813, 0.029560331255197525, -0.31178516149520874, -0.0059954263269901276, -0.17690852284431458, -0.11464126408100128, -0.1313864141702652, -0.03811510652303696, 0.10728728771209717, -0.034009549766778946, 0.028948813676834106, 0.07661107182502747, -0.08049064129590988, 0.10036944597959518, 0.21597880125045776, -0.007259741425514221, 0.07680340111255646, 0.01172008365392685, -0.04163988307118416, 0.06733645498752594, 0.03255292400717735, -0.2640286386013031, 0.13232286274433136, -0.0824001207947731, -0.019339025020599365, -0.14244256913661957, -0.0911349505186081, -0.19350992143154144, 0.027919858694076538, 0.11337987333536148, -0.1923840343952179, 0.048582904040813446, 0.0459442138671875, -0.10136473178863525, -0.1860048472881317, 0.11905480176210403, -0.12000822275876999, -0.20727384090423584, -0.024128984659910202, -0.15672262012958527, 0.2700343132019043, -0.04268287867307663, -0.0776531845331192, -0.09791284054517746, 0.049449387937784195, 0.0318591482937336, 0.10475222766399384, 0.1501259058713913, -0.027435369789600372, -0.119000643491745, -0.016081221401691437, -0.190106600522995, 0.029761139303445816, -0.15188318490982056, -0.12560759484767914, 0.22446714341640472, 0.05202922224998474, 0.014469720423221588, -0.11246366798877716, -0.11987270414829254, 0.005754515528678894, 0.1331893503665924, 0.0021662130020558834, -0.12067946046590805, -0.08209656924009323, 0.21452508866786957, -0.09577649086713791, -0.22940756380558014, 0.0321439728140831]","[Cloud Services, Networking]",[],[]
