name,embedding
Network Security Engineer,"[0.1721813827753067, 0.028676748275756836, -0.012284805998206139, 0.18001683056354523, 0.141829252243042, -0.11583923548460007, 0.25779226422309875, -0.09182298183441162, -0.012767544016242027, 0.09171981364488602, -0.14794950187206268, -0.15131820738315582, 0.09967247396707535, 0.0375540554523468, -0.0767253190279007, 0.00277570728212595, 0.04160040616989136, 0.011188706383109093, -0.1789381206035614, 0.2462628036737442, 0.053588543087244034, -0.18551979959011078, 0.0668795183300972, -0.05381641536951065, 0.04036195948719978, -0.09347434341907501, 0.05525761842727661, -0.08562586456537247, -0.11312111467123032, 0.24146243929862976, 0.0564744658768177, 0.12344200164079666, 0.14562036097049713, 0.13945837318897247, -0.15195044875144958, 0.11862381547689438, -0.20614586770534515, -0.15248064696788788, 0.06991150230169296, -0.018603315576910973, 0.06113099306821823, -0.07026340812444687, 0.07961304485797882, -0.16883891820907593, -0.21141399443149567, 0.026045944541692734, -0.12025010585784912, -0.0965738371014595, 0.20822028815746307, -0.00902065634727478, -0.1267421841621399, -0.018704289570450783, -0.02116907574236393, 0.03673399239778519, -0.032282229512929916, -0.22319020330905914, -0.02699423022568226, -0.034263789653778076, -0.10712622106075287, -0.0804009735584259, 0.027856677770614624, 0.195474311709404, -0.1022276058793068, 0.16813327372074127]"
QA Automation Engineer,"[0.1742355078458786, -0.05154895409941673, -0.04692378267645836, 0.10281491279602051, 0.10868527740240097, -0.026111092418432236, 0.20840416848659515, -0.007750445045530796, -0.044272877275943756, 0.059199437499046326, -0.1612531840801239, -0.033339403569698334, 0.06073908507823944, 0.017362240701913834, -0.02566048875451088, -0.04112057387828827, 0.10630466789007187, 0.033238258212804794, -0.22410276532173157, 0.2666994035243988, 0.0222697202116251, -0.3587609827518463, 0.21830521523952484, -0.12510623037815094, 0.058586061000823975, -0.28129562735557556, 0.18692395091056824, -0.16341543197631836, -0.21381689608097076, 0.308997243642807, -0.016693463549017906, 0.2669479548931122, 0.0031619956716895103, 0.12616652250289917, -0.18018598854541779, 0.2594625949859619, -0.2286861538887024, -0.1559949368238449, 0.03136979416012764, 0.0204908549785614, 0.0031684061978012323, -0.14647062122821808, 0.12173623591661453, -0.15416119992733002, -0.34631919860839844, 0.09420514106750488, -0.1367732435464859, -0.2226974219083786, 0.14555031061172485, -0.01621694304049015, -0.3035683035850525, -0.019914451986551285, -0.015529818832874298, -0.06536826491355896, -0.16789796948432922, -0.26898932456970215, 0.13721482455730438, 0.03995371237397194, -0.1368514597415924, -0.044962380081415176, 0.18609175086021423, 0.14759017527103424, -0.1444086730480194, 0.24330195784568787]"
Software Architect,"[0.266961932182312, 0.09041234105825424, 0.11839110404253006, 0.12400922924280167, 0.16153469681739807, -0.03569614887237549, 0.3924250900745392, 0.04400532692670822, -0.09401233494281769, 0.19256062805652618, -0.1587895154953003, -0.15230277180671692, 0.1773051768541336, 0.11382802575826645, -0.10683416575193405, 0.006143109407275915, 0.028151866048574448, 0.12925055623054504, -0.20585989952087402, 0.2996474504470825, -0.003288083476945758, -0.2988412380218506, 0.14883655309677124, -0.005879174452275038, -0.1087009385228157, -0.08839830011129379, -0.010035919025540352, 0.022712774574756622, -0.08707058429718018, 0.24285784363746643, 0.060989346355199814, 0.1492685228586197, 0.2273513376712799, 0.18519891798496246, -0.26137012243270874, 0.0704348087310791, -0.21577437222003937, -0.07873094081878662, 0.17832759022712708, 0.04123316705226898, 0.10857640951871872, -0.010533490218222141, 0.04216058924794197, -0.10582898557186127, -0.1756780743598938, 0.0650632455945015, -0.17809079587459564, -0.08437970280647278, 0.26283952593803406, 0.01017350610345602, -0.03378140553832054, -0.00918164849281311, 0.01972377486526966, 0.09499885141849518, -0.0656452551484108, -0.20369090139865875, -0.10583200305700302, -0.0857987329363823, -0.1884920746088028, -0.09325114637613297, 0.07651352882385254, 0.2558916211128235, -0.009047255851328373, 0.14738810062408447]"
Software Developer,"[0.2155265212059021, 0.054721638560295105, 0.05786242336034775, 0.07973920553922653, 0.13168594241142273, -0.006187845952808857, 0.30386030673980713, 0.073850616812706, -0.08553527295589447, 0.12636545300483704, -0.13227017223834991, -0.08527433127164841, 0.15359868109226227, 0.07188200205564499, -0.07934848964214325, 0.0031986720860004425, 0.02804584801197052, 0.10735676437616348, -0.1407722532749176, 0.242336243391037, -0.015106751583516598, -0.2753438651561737, 0.14819806814193726, -0.023426946252584457, -0.06898804754018784, -0.0685483068227768, 0.03758060559630394, 0.036114633083343506, -0.08999835699796677, 0.19316112995147705, 0.02090611681342125, 0.13564786314964294, 0.13201244175434113, 0.1395650953054428, -0.19843155145645142, 0.07197736948728561, -0.17318646609783173, -0.04330321401357651, 0.1164015680551529, 0.039994966238737106, 0.06406954675912857, -0.006368092726916075, 0.0253719724714756, -0.0898919403553009, -0.16503937542438507, 0.054689254611730576, -0.16288448870182037, -0.12148968130350113, 0.18725018203258514, 0.016594259068369865, -0.08551730215549469, -0.0045006293803453445, 0.020749947056174278, 0.06520672142505646, -0.08204834908246994, -0.16840331256389618, -0.059900783002376556, -0.06547384709119797, -0.1762637346982956, -0.04907149076461792, 0.09244880825281143, 0.19685211777687073, -0.0387982502579689, 0.1326621174812317]"
Software Engineer,"[0.24617443978786469, 0.07663097977638245, 0.06200391426682472, 0.06757908314466476, 0.15921777486801147, -0.043789297342300415, 0.3610035181045532, 0.06263035535812378, -0.06901463866233826, 0.10849634557962418, -0.15640561282634735, -0.08877736330032349, 0.1495477259159088, 0.08354082703590393, -0.06299877911806107, 0.015151390805840492, 0.02571677789092064, 0.11386413127183914, -0.1585586667060852, 0.265595018863678, 0.02757127210497856, -0.2767811119556427, 0.1637832075357437, -0.013012335635721684, -0.08400016278028488, -0.044907018542289734, 0.04045534133911133, 0.07000996172428131, -0.07605212181806564, 0.2380571812391281, 0.017720777541399002, 0.12132255733013153, 0.1615252047777176, 0.1428939402103424, -0.17663004994392395, 0.09239817410707474, -0.19633489847183228, -0.08276946097612381, 0.1293245255947113, 0.018657410517334938, 0.09342752397060394, 0.013311222195625305, 0.06521245092153549, -0.13495612144470215, -0.15957336127758026, 0.0468229316174984, -0.11934017390012741, -0.0735408365726471, 0.195401132106781, 0.05102061107754707, -0.040405187755823135, -0.02239760383963585, 0.00035128550371155143, 0.07152127474546432, -0.02742491289973259, -0.17813363671302795, -0.10749343037605286, -0.0319020077586174, -0.16478770971298218, -0.08267218619585037, 0.12809708714485168, 0.22145111858844757, -0.046778205782175064, 0.14887508749961853]"
Software Tester,"[0.348228394985199, -0.1223398819565773, -0.09724322706460953, 0.173097163438797, 0.7841108441352844, -0.2056730091571808, 0.6896346211433411, -0.02930651791393757, 0.17987696826457977, -0.8676645159721375, -0.330725759267807, -0.41190749406814575, 0.7198231816291809, 0.3398043215274811, -0.0646803230047226, -0.24753274023532867, 0.23532193899154663, 0.18350422382354736, -0.13411512970924377, 0.9159546494483948, 0.2567884922027588, -0.3801853358745575, 0.14406390488147736, 0.021546926349401474, 0.5471921563148499, -0.6896635293960571, 0.4186365008354187, -0.31827184557914734, -0.1784001588821411, 1.0410256385803223, -0.4236232042312622, 0.4360019564628601, 0.04761210456490517, -0.034599240869283676, -0.5775761604309082, 0.99839186668396, -0.8733373880386353, -0.17046615481376648, -0.2993283271789551, -0.06887027621269226, 0.16765065491199493, -0.4563434422016144, -0.09074465185403824, -0.7213497757911682, -1.3043016195297241, 0.2064385712146759, -0.08163461089134216, -0.35186097025871277, 0.9770314693450928, -0.10268864780664444, -0.994707465171814, 0.07487218081951141, -0.2572547495365143, -0.3287251591682434, -0.6712095737457275, -1.062527060508728, 0.6597039103507996, 0.009049216285347939, -0.18723523616790771, 0.09935248643159866, 0.3971582353115082, 0.30303946137428284, -0.27063047885894775, 0.07339876145124435]"
System Administrator,"[0.20413009822368622, 0.10524292290210724, 0.5324435234069824, 0.6280495524406433, 0.619762659072876, -0.11565405875444412, 0.4905768632888794, -0.5553051829338074, 0.5087278485298157, 0.03678905963897705, 0.14249472320079803, -0.8386595845222473, 0.0494391955435276, 0.674818217754364, -0.08470778912305832, -0.04783379286527634, 0.12391812354326248, 0.31301063299179077, -0.5799174904823303, 0.5643033981323242, -0.2968304455280304, -0.5905716419219971, -0.31199774146080017, 0.20955193042755127, -0.2522015869617462, -0.556428849697113, 0.1859419196844101, -0.36363792419433594, -0.29979032278060913, 0.6415186524391174, 0.518528938293457, 0.017266802489757538, 0.5681428909301758, 0.003933046478778124, -0.5790359377861023, 0.2712191939353943, -0.7946872711181641, 0.12195906788110733, 0.0017385617829859257, 0.5219433307647705, 0.6513909697532654, -0.360402375459671, 0.1886100322008133, -0.6377575993537903, -0.37628185749053955, 0.03779686614871025, -0.4066926836967468, 0.5326814651489258, 0.8441500067710876, -0.1918082982301712, 0.08934303373098373, -0.022297028452157974, -0.2223435789346695, 0.550665557384491, -0.18001608550548553, -0.6698147058486938, -0.07693731039762497, 0.05469247326254845, -0.1209903284907341, -0.41244783997535706, -0.24615027010440826, 0.2226129025220871, 0.24762411415576935, 0.4087001383304596]"
UI Developer,"[0.29212483763694763, -0.04959001764655113, -0.06408239156007767, 0.0639725923538208, 0.36081066727638245, -0.036545876413583755, 0.44748762249946594, 0.21317166090011597, 0.00704918010160327, -0.3260127902030945, -0.14113081991672516, 0.0684761255979538, 0.3323543965816498, 0.19648663699626923, -0.10036593675613403, -0.013351676985621452, 0.15377402305603027, 0.16699397563934326, 0.11227603256702423, 0.42486435174942017, 0.13411244750022888, -0.4098309874534607, 0.13890384137630463, -0.059286411851644516, -0.22512207925319672, -0.002252731705084443, 0.20660462975502014, 0.18012270331382751, -0.13223469257354736, 0.3555135130882263, -0.1529041826725006, -0.06889381259679794, 0.09875844419002533, 0.18589450418949127, -0.09287924319505692, 0.03261024132370949, -0.05442672595381737, 0.0015410669147968292, -0.0035276038106530905, -0.005564281716942787, 0.038063328713178635, -0.010530361905694008, 0.07522072643041611, -0.14684352278709412, -0.256485253572464, 0.1037951335310936, -0.09891384094953537, -0.010337683372199535, 0.14642181992530823, 0.1417231559753418, -0.3732661306858063, 0.06742973625659943, 0.12607164680957794, 0.0803910344839096, -0.053380463272333145, -0.26070791482925415, 0.10282813757658005, 0.13751378655433655, -0.20159588754177094, 0.15616655349731445, 0.31400904059410095, 0.16782841086387634, -0.16227328777313232, 0.04180547595024109]"
UX Designer,"[0.28780198097229004, 0.026280885562300682, 0.02031322568655014, -0.01661592349410057, 0.1266278773546219, -0.05144449695944786, 0.35015571117401123, 0.19399219751358032, 0.006866153795272112, -0.12553583085536957, -0.1028045117855072, -0.10884315520524979, 0.38610273599624634, -0.039404407143592834, -0.046860989183187485, 0.03347215801477432, 0.021274108439683914, 0.10122621059417725, -0.0025874809361994267, 0.29772090911865234, 0.07132531702518463, -0.42127251625061035, 0.2320725917816162, -0.08630848675966263, -0.043512579053640366, -0.04341312497854233, 0.2060239315032959, 0.15351498126983643, 0.01237698458135128, 0.18673406541347504, -0.07695729285478592, 0.11522101610898972, 0.038508251309394836, 0.16788625717163086, -0.17585530877113342, -0.0034823573660105467, -0.21840018033981323, -0.044918242841959, 0.05383424088358879, 0.06870968639850616, 0.07398352771997452, 0.034588124603033066, 0.029152309522032738, -0.2664650082588196, -0.2885068356990814, 0.0965985357761383, -0.16702298820018768, -0.04904179275035858, 0.051194269210100174, 0.11006318032741547, -0.09900421649217606, 0.09041876345872879, 0.007237522397190332, 0.11658677458763123, 0.053820665925741196, -0.13214465975761414, -0.04445165395736694, 0.1111375167965889, -0.25503379106521606, -0.014805472455918789, 0.256730318069458, 0.11084524542093277, -0.016307510435581207, 0.11308477818965912]"
UX Research Assistant,"[0.5271463990211487, 0.015714360401034355, 0.06980175524950027, 0.05868174880743027, 0.10576441884040833, -0.23573088645935059, 0.591804563999176, 0.33464065194129944, 0.09297977387905121, -0.29660677909851074, -0.16103433072566986, -0.37025186419487, 0.8673921823501587, -0.15893757343292236, -0.2204328328371048, 0.05960208550095558, 0.11847884953022003, 0.1624252051115036, 0.2323431521654129, 0.5685868859291077, 0.28817620873451233, -0.8330690264701843, 0.3904591500759125, -0.36053943634033203, -0.01573864184319973, -0.08740342408418655, 0.4998507499694824, 0.24434272944927216, 0.23158814013004303, 0.22827084362506866, -0.11881695687770844, 0.21383434534072876, -0.0006546022486872971, 0.27154362201690674, -0.4072655141353607, -0.138962984085083, -0.3054969906806946, -0.0882662832736969, 0.08412235975265503, 0.10661698877811432, 0.05375386402010918, 0.023683413863182068, -0.0972801074385643, -0.6241444945335388, -0.5385876297950745, 0.2793562412261963, -0.43098264932632446, -0.02417781390249729, -0.02133273519575596, 0.2548650801181793, -0.13948845863342285, 0.31966063380241394, 0.05993202328681946, 0.21747878193855286, 0.3615058958530426, -0.14252066612243652, -0.10879047214984894, 0.24706876277923584, -0.48712053894996643, 0.023735204711556435, 0.4613140821456909, 0.009312988258898258, 0.16761742532253265, 0.09241283684968948]"
UX Researcher,"[0.31587493419647217, 0.03677412122488022, 0.021969441324472427, 0.03490835428237915, 0.10528005659580231, -0.07396569848060608, 0.31424781680107117, 0.2505372166633606, 0.021523883566260338, -0.1892261952161789, -0.05959448590874672, -0.16094638407230377, 0.45322611927986145, -0.07522373646497726, -0.09192869812250137, -0.007343575358390808, 0.1034838855266571, 0.1123390793800354, 0.0744161605834961, 0.33238017559051514, 0.10483310371637344, -0.49120885133743286, 0.22652028501033783, -0.16780273616313934, -0.05348172038793564, -0.0667293593287468, 0.26862919330596924, 0.11418434232473373, 0.057938843965530396, 0.1643519550561905, -0.06848388910293579, 0.11154905706644058, 0.01728120818734169, 0.18043114244937897, -0.26280340552330017, -0.05864303931593895, -0.1971786469221115, -0.0289413183927536, 0.07043154537677765, 0.0623173750936985, 0.04778524488210678, -0.0496453233063221, -0.024676140397787094, -0.3427889943122864, -0.3499441146850586, 0.1545824110507965, -0.26340219378471375, -0.03262943774461746, 0.004162359517067671, 0.11883485317230225, -0.10912679135799408, 0.18599377572536469, 0.054163090884685516, 0.1404629796743393, 0.14560537040233612, -0.1542264223098755, -0.04632583260536194, 0.15568548440933228, -0.2689054012298584, 0.04229570925235748, 0.2839205265045166, 0.02387465350329876, 0.04969041049480438, 0.07613960653543472]"
UX/UI Designer,"[0.3165656626224518, 0.021746044978499413, 0.03171400725841522, -0.013108287006616592, 0.13573481142520905, -0.04620887711644173, 0.37773776054382324, 0.2431625872850418, 0.016446053981781006, -0.1376616656780243, -0.09144920855760574, -0.11325337737798691, 0.4548708498477936, -0.03434833511710167, -0.07964424788951874, -0.0019180076196789742, 0.0384661965072155, 0.135392427444458, 0.05577048659324646, 0.32345470786094666, 0.05312229320406914, -0.48780161142349243, 0.22883820533752441, -0.12133587151765823, -0.08024539798498154, -0.03245266526937485, 0.23295417428016663, 0.1776026338338852, 0.045388899743556976, 0.15508267283439636, -0.07725328952074051, 0.10946492105722427, 0.03836610168218613, 0.1818975955247879, -0.20397096872329712, -0.07825975120067596, -0.21854615211486816, 0.005766483023762703, 0.06986314058303833, 0.08160091936588287, 0.08391422033309937, 0.026386858895421028, -0.014649075455963612, -0.2918980121612549, -0.30331331491470337, 0.0861349031329155, -0.2396232783794403, -0.04318457841873169, 0.04513087123632431, 0.11632886528968811, -0.09652643650770187, 0.15246011316776276, 0.03775758296251297, 0.1600826382637024, 0.09029904007911682, -0.15062862634658813, -0.057284437119960785, 0.1250266283750534, -0.2839365303516388, 0.02974097616970539, 0.2711781859397888, 0.08644866943359375, 0.03210237994790077, 0.09620729833841324]"
Ethics,"[0.520598292350769, 0.35382768511772156, 0.2844814956188202, 0.7133466601371765, 0.2754470705986023, -0.8360686898231506, 0.6810077428817749, -0.1380031406879425, 0.041767265647649765, -0.31409648060798645, -0.2601379156112671, -0.2691928446292877, -0.3483138382434845, 0.6171501278877258, -0.505466639995575, -0.1270759552717209, 0.6776402592658997, -0.4531898498535156, -0.5496557354927063, 0.7784144878387451, 0.8056737184524536, -0.43289124965667725, 0.019072819501161575, -0.49794092774391174, -0.3855894207954407, -0.27617695927619934, 0.2153168022632599, -0.4873664081096649, -0.29576438665390015, 0.9268918633460999, 0.19203145802021027, 0.606045126914978, 0.22864989936351776, 0.2594454884529114, -0.5920016765594482, 0.28775519132614136, -0.33056095242500305, -1.1647030115127563, 0.3865046501159668, -0.09144560992717743, -0.1644286960363388, -0.6449405550956726, 0.6565758585929871, -0.4651789665222168, -0.35825222730636597, 0.6541762351989746, 0.21634908020496368, 0.5918880105018616, 0.12781935930252075, 0.30776336789131165, -0.20367050170898438, 0.02314966358244419, 0.3384045362472534, -0.1499830037355423, 0.7413865923881531, -0.5848987102508545, -0.39896300435066223, 0.22560936212539673, 0.32577839493751526, -0.04039127007126808, 0.7121279835700989, 0.2643737196922302, -0.020566677674651146, 0.5192393660545349]"
AI Governance,"[0.35018014907836914, 0.1930401623249054, 0.0870356559753418, 0.4475497007369995, 0.2588692903518677, -0.5925579071044922, 0.4654623866081238, -0.10769011825323105, 0.015934037044644356, -0.12944988906383514, -0.1706613451242447, -0.10296230763196945, -0.16142648458480835, 0.3191823363304138, -0.36003318428993225, -0.04037635028362274, 0.3803118169307709, -0.18791238963603973, -0.33850881457328796, 0.4846947193145752, 0.4890650510787964, -0.2783488929271698, 0.0518546886742115, -0.3936896026134491, -0.2805226147174835, -0.11828606575727463, 0.16062723100185394, -0.19694504141807556, -0.1979306936264038, 0.5678021311759949, 0.14477014541625977, 0.3041086792945862, 0.10154037177562714, 0.19241127371788025, -0.3934381604194641, 0.22853851318359375, -0.1784556806087494, -0.665614664554596, 0.3144778609275818, -0.11763764172792435, -0.1323518455028534, -0.37364286184310913, 0.3696886897087097, -0.3320610523223877, -0.21920527517795563, 0.3955725133419037, 0.03931679576635361, 0.18960654735565186, 0.0842835083603859, 0.10339954495429993, -0.14067670702934265, -0.011056268587708473, 0.22951246798038483, -0.07475467026233673, 0.45058056712150574, -0.35583871603012085, -0.23077493906021118, 0.14662493765354156, 0.18393871188163757, 0.004690267611294985, 0.46025413274765015, 0.17772884666919708, -0.10703078657388687, 0.30406180024147034]"
Python,"[0.6746066212654114, 0.02356422133743763, 0.003924545366317034, -0.3666216731071472, 0.3090548515319824, 0.02461550012230873, 1.3104020357131958, 0.05329709127545357, -0.2791938781738281, 0.29502812027931213, -0.5731664896011353, 0.13275150954723358, 0.2621185779571533, -0.027280529960989952, 0.31401127576828003, 0.004012055229395628, -0.32711371779441833, 0.11606203019618988, -0.271975576877594, 0.44964590668678284, 0.041276466101408005, -0.606319010257721, 0.6667609810829163, 0.22318415343761444, 0.207647442817688, -0.11384403705596924, 0.05898331105709076, 0.3793357014656067, -0.19198685884475708, 0.5857741236686707, -0.07436119019985199, 0.38914909958839417, 0.37903448939323425, 0.20414389669895172, -0.06979551166296005, 0.49538561701774597, -0.6740649938583374, -0.386292964220047, 0.08766069263219833, -0.14937806129455566, 0.36191999912261963, 0.26215916872024536, 0.21326108276844025, -0.35618969798088074, -0.3767608404159546, -0.3150986135005951, 0.09804213047027588, -0.18861722946166992, 0.3863461911678314, 0.6724905371665955, 0.20039339363574982, -0.280243456363678, -0.5048439502716064, -0.03527846187353134, -0.2307765930891037, -0.5466454029083252, -0.45503929257392883, 0.09674419462680817, -0.5456440448760986, -0.5289426445960999, 0.40941694378852844, 0.9780247807502747, -0.3149869441986084, 0.5534887909889221]"
TensorFlow,"[0.5211194157600403, 0.0109352832660079, 0.12582312524318695, -0.39294591546058655, 0.4561564028263092, 0.11035261303186417, 1.049869179725647, 0.21844765543937683, -0.286947101354599, 0.036675840616226196, -0.42227455973625183, 0.3182455003261566, 0.009582752361893654, 0.17560823261737823, 0.34915944933891296, 0.012922629714012146, -0.13528825342655182, 0.26037102937698364, -0.21389642357826233, 0.30128049850463867, 0.00882781483232975, -0.6416659355163574, 0.6153128743171692, 0.1866249293088913, -0.026095420122146606, -0.12542836368083954, 0.05314278602600098, 0.3010995090007782, -0.3742993474006653, 0.49152395129203796, -0.11236785352230072, 0.3865812420845032, 0.22638146579265594, 0.06051429733633995, -0.07012881338596344, 0.572472870349884, -0.5539818406105042, -0.44709035754203796, -0.029018964618444443, -0.1049787849187851, 0.29324862360954285, 0.20488235354423523, 0.17448970675468445, -0.19037069380283356, -0.30395787954330444, -0.18406543135643005, 0.12108897417783737, -0.02728269062936306, 0.33650776743888855, 0.7089359760284424, 0.20437806844711304, -0.1635526567697525, -0.4002024829387665, -0.056558068841695786, -0.21189060807228088, -0.48191386461257935, -0.4050731062889099, 0.1856846660375595, -0.46447163820266724, -0.23284149169921875, 0.5112767815589905, 0.9303452968597412, -0.09459324181079865, 0.5558980107307434]"
AI/ML,"[0.6805503368377686, 0.09604299068450928, 0.13169297575950623, -0.4046638309955597, 0.34369394183158875, 0.12555861473083496, 1.1429370641708374, 0.3244158923625946, -0.3693370819091797, 0.36727824807167053, -0.6191644668579102, 0.18305866420269012, 0.260829359292984, 0.09332440793514252, 0.22573721408843994, 0.06545530259609222, -0.23864717781543732, 0.2980283796787262, -0.3028273284435272, 0.38408732414245605, 0.06886209547519684, -0.7042862772941589, 0.7992616891860962, 0.2730259299278259, -0.041608355939388275, 0.07127457857131958, 0.05939945951104164, 0.49140313267707825, -0.20808656513690948, 0.42864614725112915, -0.12792237102985382, 0.4251503646373749, 0.17920447885990143, 0.2589309513568878, -0.13279858231544495, 0.43035420775413513, -0.61529940366745, -0.5011131763458252, 0.06912090629339218, -0.0742342621088028, 0.30328288674354553, 0.3499957025051117, 0.11635598540306091, -0.20970602333545685, -0.329378217458725, -0.36855748295783997, 0.10593679547309875, -0.1607286036014557, 0.3422558009624481, 0.6946723461151123, 0.25265607237815857, -0.1092599406838417, -0.3025563359260559, 0.11760265380144119, -0.2670503854751587, -0.3771860599517822, -0.5014937520027161, 0.13750024139881134, -0.6691681146621704, -0.2738284766674042, 0.49615761637687683, 0.9158058762550354, -0.09682808816432953, 0.6048119068145752]"
Blockchain,"[0.5122191905975342, -0.07387714087963104, -0.8050915598869324, 0.19548241794109344, 0.03605159744620323, -0.28749367594718933, 0.5906810164451599, 0.724360466003418, -0.25314515829086304, -0.7057637572288513, -0.11616459488868713, 0.05246711149811745, 0.11306285113096237, 0.09917276352643967, -0.23122496902942657, 0.06904628872871399, 0.9651973843574524, -0.12339051067829132, 0.02667732536792755, 1.227662205696106, 0.4066541790962219, -0.5107970833778381, 0.35979804396629333, -0.5271230340003967, 0.12509280443191528, -0.539569616317749, 0.40708473324775696, -0.3510186970233917, -0.7557373046875, 0.5206707119941711, -0.23164640367031097, 0.5802820324897766, 0.1792491376399994, 0.42084360122680664, -0.08150963485240936, 0.6655066609382629, -0.5197003483772278, -0.4474477469921112, -0.12644194066524506, -0.3923310935497284, 0.10940909385681152, -0.45947131514549255, 0.10629792511463165, -0.7478358745574951, -1.0598258972167969, 0.4771580100059509, 0.07344431430101395, -0.07031943649053574, 0.44164690375328064, -0.1402708888053894, -1.3793563842773438, 0.19101892411708832, -0.23944781720638275, -0.21417351067066193, -0.5932596921920776, -0.8956440091133118, 0.45161232352256775, -0.079840287566185, -0.5172113180160522, 0.3748237192630768, 0.4811151325702667, 0.4757654368877411, -0.22433431446552277, 0.2068558633327484]"
Solidity,"[0.5572782158851624, -0.06939845532178879, -0.7896803617477417, 0.29075974225997925, 0.1090879887342453, -0.2468934804201126, 0.5517892837524414, 0.7229347229003906, -0.21886438131332397, -0.7718013525009155, -0.12058953195810318, -0.019251177087426186, 0.18312083184719086, 0.1259702444076538, -0.2738044261932373, 0.07597728073596954, 0.993401050567627, -0.07555753737688065, -0.01850058324635029, 1.2701376676559448, 0.43584147095680237, -0.6070771813392639, 0.3686666190624237, -0.5121266841888428, 0.114023357629776, -0.6051731705665588, 0.42897167801856995, -0.3778821527957916, -0.8035992383956909, 0.5902307033538818, -0.2414938360452652, 0.530585765838623, 0.16064614057540894, 0.45217573642730713, -0.16185283660888672, 0.723578155040741, -0.5077691078186035, -0.48855212330818176, -0.1155577227473259, -0.3470005989074707, 0.06393828243017197, -0.49598678946495056, 0.15931257605552673, -0.7589956521987915, -1.10159432888031, 0.5152789354324341, -0.004660415928810835, -0.11167223751544952, 0.4698598384857178, -0.1295384168624878, -1.3870347738265991, 0.19993308186531067, -0.1847400814294815, -0.20252607762813568, -0.6016173362731934, -0.9420960545539856, 0.47050029039382935, -0.04423476383090019, -0.5600869059562683, 0.35855844616889954, 0.5009292364120483, 0.4541386663913727, -0.25596144795417786, 0.22304293513298035]"
Business Analysis,"[0.725274384021759, 0.5131784081459045, -0.33880123496055603, 0.43655064702033997, -0.00194451748393476, 0.014680610969662666, -0.6325426697731018, 0.1863238662481308, -0.44258612394332886, 0.4458701014518738, 0.03893277421593666, -0.46184685826301575, 0.4125809669494629, -0.2559697926044464, -0.21131813526153564, 0.2447153925895691, 0.21929478645324707, 1.0619094371795654, -0.9766864776611328, 0.6051385998725891, 0.12850674986839294, -0.7124835252761841, 0.5834234952926636, -0.13814669847488403, 0.31777673959732056, -0.40105748176574707, -0.3567788898944855, -0.4693276882171631, -0.29321300983428955, 0.3442768454551697, 0.43249544501304626, 0.2533494830131531, -0.14550897479057312, 0.423590749502182, -0.4984939992427826, 1.1187649965286255, -0.26578134298324585, -0.8295140266418457, 0.031171731650829315, -0.24738042056560516, 0.05042221024632454, -0.4496094286441803, -0.16683927178382874, -0.4342169165611267, -0.8667230010032654, 0.21228080987930298, -0.9853644371032715, -0.5687754154205322, 0.09883258491754532, -0.03678583726286888, 0.1792522519826889, 0.2531208395957947, 0.21053458750247955, 0.15978485345840454, 0.019351201131939888, -0.5711878538131714, -0.27428334951400757, 0.25924891233444214, -0.8718116283416748, 0.1560840904712677, -0.32335591316223145, 0.31969666481018066, -0.010846739634871483, 0.5950839519500732]"
Requirements,"[0.6624822616577148, 0.4544793963432312, -0.37039607763290405, 0.3814442753791809, -0.0586717315018177, -0.10708644986152649, -0.6158782243728638, 0.11989348381757736, -0.30480971932411194, 0.21282273530960083, 0.06295812129974365, -0.390500545501709, 0.15160799026489258, -0.23756752908229828, -0.1282946765422821, 0.04271341487765312, 0.4126175045967102, 1.029677391052246, -0.7970582246780396, 0.7478813529014587, 0.02435213327407837, -0.6879015564918518, 0.32273992896080017, -0.36846935749053955, 0.35599425435066223, -0.47269487380981445, -0.4897238612174988, -0.6266732215881348, -0.18423737585544586, 0.4356358051300049, 0.3217937648296356, 0.3438427150249481, -0.08841465413570404, 0.29263821244239807, -0.46510791778564453, 1.114322543144226, -0.32956254482269287, -0.7870889902114868, -0.0642281100153923, -0.4079330563545227, 0.0821385309100151, -0.5384151935577393, -0.25226134061813354, -0.519469141960144, -1.0775896310806274, 0.3105214834213257, -0.9520015716552734, -0.3632212281227112, 0.1144830733537674, -0.10492400079965591, -0.09025385230779648, 0.2702384293079376, 0.13487496972084045, 0.10714076459407806, 0.06640620529651642, -0.681624710559845, -0.020026177167892456, 0.2866075038909912, -0.7006343603134155, 0.24401415884494781, -0.4412298798561096, 0.289158433675766, 0.1999283730983734, 0.49266424775123596]"
